@relation 'tramitacoes2018_2-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2,4,7-8'

@attribute CDASSUNTO {1,2,3,4,5,6,7,9,10,11,13,14,15,16,17,19,20,21,22,23,24,25,26,28,29,30,32,38,39,41,44,49,70,71,73,74,75,77,78,79,80,83,89,91,92,93,94,96,97,98,99,100,101,102,103,105,106,107,108,109,110,111,112,114,115}
@attribute CDSETORRESP {1,2,7,8,10,20,27,32,33,35,39,47,50,51,52,53,60,62,83,90,92,93,141,151,213,229,259,277,284,285,305,348,364,450,756,1006,1078,1103,1286,1308,1397,1417,1537,1538,1539,1540,1541,1575,1786,1788,1791,1793,1844,1875,1876,1881,1978,1996,2002,2004,2006,2008,2010,2012,2014,5743,5885,5930,5982,5994,6027,6028,6029,6080,6083,6097,6211,6214,6215,6216,6221,6224,6227,6230}
@attribute CDSETORABERTURA {3,7,10,27,32,33,50,51,53,60,73,83,84,87,90,92,93,234,613,718,769,775,778,782,990,992,993,997,1006,1026,1061,1065,1072,1095,1205,1235,1249,1561,1786,1788,1791,1793,1835,1844,1875,1996,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2128,5893,5895,5898,5899,5902,6064,6074,6080,6128,6205,6211,6214,6215,6216,6217,6218,6220,6221,6222,6230}
@attribute CDUSUARIO {AACASTRO,VASILVA,MCARVALHO,ACFREITAS,GERSON,VVCOSTA,ISRICARTE,REBSOUZA,FGCRUZ,PVCOSTA,MMANDRADE,SRPATRICIO,MWENTZ,CDSILVA,DDURIEUX,LJACQUES,CFSILVA,MTRICHARTZ,DORIS,JSOUZA,PPASSOLD,EKZAPPELINI,BVIEIRA,AHSANTOS,LCAVALLERI,ACRESPALDI,WBALSAMO,BBRIBEIRO,FPGCOSTA,EDORIGATTI,MTCESCONETO,ESARMENTO,NELIZA,PREMOR,HVMAZZOLA,BBROGNOLI,VOLIVEIRA,VAMARAL,LCSMACHADO,SDCARDOSO,JTRES,RMARTENDAL,CRODRIGUES,SMITHOMAZ,MMDASILVA,NRFERNANDES,DROGLIO,EMMFILHO,RCAVANHOLI,MIPZIMMERMANN,RRZDASILVA,TMBATISTA,SDMARCOS,MGUEDES,LFUHR,APPEREIRA,YCOSTA,ILIMA,PMFINARDI,VAGUIAR,MMARTINS,TBMEDEIROS,MAZEVEDO,LCLAGO,SAKOERICH,BCCORTES,MROSA,LDECKER,RKRAUS,DASILVA,KCIPRIANI,GJMOZZER,TLSANTOS,SFPEREIRA,BLEIRIA,KSANHAIA,VASMAFIOLETTI,RFERNANDES,SFLUZ,FEMSANTOS,YFERREIRA,LRGREGORIO,ACERVI,OBOING,ALIGARAUJO,LMDSANTOS,MVALERIO,GNDASILVA,MSCOSTA,LAVILLA,AMKOCH,FCOLLET,TRAMIRES,CLCCOSTA,IMCKOCHE,SLKRAESKI,ABSSOUZA,BFGONZAGA,MHULLER,LHSAAR,VPARGENDLER,EZANFERRARI,AVPEREIRA,TRECH,LEMPEREIRA,NMGODINHO,FLISBOA,SGA,TCRAIMUNDO,RGPINHEIRO,FREGIS,SRIGOTTI,LMSANTOS,JMMZEFERINO,ISA,HMARTINELLI,JMBARRETO,TCAPISTRANO,AGARAUJO,FBRITO,SSAMORIM,SKOCH,JBOMBASAR,LBUSS,JCCONRADO,RSCHIEFLER,FGREGUI,DCHEINECK,CSILVANO,LFROSA,MSARTOR,RELUZ,ENBRAS,WDACPARRELLA,RDAROS,TGBETIO,VRCASTRO,SELIAS,AMOLIVEIRA,JFONTOURA,MBATTIATO,MMONGUILHOTT,GMERIZE,ISILVEIRA,AVOLIVEIRA,FLCHAVES,FCOMIN,ISNUNES,MFTONINI,MGHENRIQUE,RCARLESSO,JJESKE,BSCUNHA,TBOSCHINI,SAMSILVA,MLIMA,SSIPRIANO,DBRISTOT,BNOSOL,SNORONHA,MCONCEICAO,RSDEMELO,RRAMOS,RGRUMICHE,RZEFERINO,LHNUNES,GDDASILVA,GCORREGGIO,JAPARECIDA,IAFACINI,PWBRAMONT,GFRANZONI,RPTDAVILA,FWESTPHAL,EAFORTES,RAOLIVEIRA,JOFERNANDES,FCORAL,LFIGUEIRO,FKSOUZA,CSMATOS,RSEIFFERT,VACSOUZA,FISILVA,SZALVES,JROMAN,LHTHIESEN,MWALETE,PRSOUZA,AGSILVEIRA,MAYRAS,KPRIM,CSILVEIRA,IZAFFONATO,AAALMEIDA,MCOLSEN,PSSILVEIRA,JMENDES,BCOLPANI,GMAY,AWILBERT,JROSARIO,RMARIA,PALLEBRANDT,MCVIEIRA,HCOUTINHO,SSCOUTINHO,LLSILVA,KASSUNCAO,MLSERPA,FADESDACUNHA,APISANI,TRROCHA,DSEEMANN,MGSILVA,GLDAROS,RRMORAES,EBIAZIN,MRROSA,TDASILVEIRA,SPIRES,JCOMIM,JANAINA,MGATELLI,LPASCOAL,FRRODRIGUES,AASILVA,AJUMES,CSOLIVEIRA,DBERGMANN,RNSTIPP,ALONGO,MDACOREGGIO,JPERING,CHRISTIAN,RDEVANGELISTA,NLORENZ,DCUNHA,JSBVILAIN,MMVALE,TGBARROS,RHSOUZA,CAMILADEOLIVEIRA,MGROSSL,LMARTINS,MMBERNARDINO,CRSANTOS,EVIECELI,CESTEIL,JACOSTA,GSILVEIRA,GMROSA,LVIEIRA,LKEMPNER,MWINTER,CVICENTE,IANNES,ADRIANO,OZANCHI,ROPIRES,AGRAZIOTIN,EGOULART,OCIOFFI,CBOSCHETTO,SOBIERAJSKI,CSIQUEIRA,JMORIGUTI,JBOTEGA,RHOFFMANN,AFERRAZ,EMENDES,TDDESOUZA,LMIGUEL,JKSILVA,LRDUARTE}
@attribute CDSETORORIGEM {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,73,83,84,87,90,92,93,225,234,238,310,429,459,498,589,613,633,718,748,769,775,776,778,782,789,790,862,990,992,993,994,997,1006,1017,1026,1061,1065,1072,1095,1205,1235,1249,1308,1519,1537,1539,1561,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1978,1987,1996,2000,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2127,2128,4732,5221,5893,5895,5898,5899,5901,5902,5932,5944,5957,5984,6020,6027,6029,6064,6065,6074,6080,6128,6205,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}
@attribute CDSETORDESTINO {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,83,84,87,90,92,93,225,230,238,310,429,431,436,459,498,524,589,613,633,748,775,776,778,782,789,790,862,994,997,1006,1017,1308,1519,1537,1539,1562,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1881,1978,1987,1996,2000,2002,2004,2006,2008,2010,2012,2014,2018,2127,2128,2290,4732,5221,5287,5307,5893,5895,5899,5901,5902,5932,5944,5953,5957,5984,5986,6020,6027,6029,6062,6065,6080,6089,6103,6121,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}

@data
5,7,7,JSOUZA,6029,7
80,1,7,APPEREIRA,6029,7
13,50,7,SAKOERICH,2004,7
110,51,1996,CDSILVA,1996,6080
7,10,7,SAMSILVA,10,7
78,1,7,DASILVA,1,60
80,50,7,JSOUZA,7,50
80,50,7,LJACQUES,50,2004
75,50,7,SRPATRICIO,7,50
49,6029,7,SRPATRICIO,7,6029
80,1,7,SRPATRICIO,1,7
101,1,7,NELIZA,7,1
98,1537,7,AHSANTOS,1537,2002
98,1537,7,BBRIBEIRO,2002,1537
102,7,7,MMANDRADE,7,1786
14,50,7,LJACQUES,50,2006
14,50,7,MMANDRADE,7,50
80,1,7,LJACQUES,50,7
80,50,7,VASILVA,2004,7
94,50,50,LJACQUES,50,2004
7,50,7,AHSANTOS,1,2006
80,1876,7,SFLUZ,7,1876
19,50,7,KCIPRIANI,6029,50
80,1,7,SRPATRICIO,6027,7
10,7,7,MMARTINS,50,2004
80,1,7,DASILVA,1,59
110,51,33,CESTEIL,33,51
16,50,7,TMBATISTA,50,2004
115,7,7,MMANDRADE,7,50
115,7,7,LJACQUES,2010,50
110,51,1788,LEMPEREIRA,1788,1835
110,51,1788,DORIS,51,1006
16,50,7,VACSOUZA,7,6029
7,7,7,LJACQUES,50,2006
7,7,7,MMANDRADE,7,10
80,7,7,NELIZA,7,1791
80,7,7,SRPATRICIO,6027,7
80,7,7,LJACQUES,50,7
20,50,7,SRPATRICIO,7,50
23,2004,2004,VASILVA,2004,50
89,2012,50,LJACQUES,50,7
89,2012,50,SRPATRICIO,7,1537
80,7,7,NELIZA,7,33
15,50,7,NELIZA,1537,2004
80,1786,7,MMANDRADE,7,33
49,53,7,ALIGARAUJO,6029,53
89,50,50,LJACQUES,50,2012
89,50,50,MMANDRADE,7,50
94,2002,7,LMDSANTOS,7,1537
19,2010,7,LAVILLA,7,6029
16,50,7,AACASTRO,50,2012
74,6230,50,LJACQUES,50,7
5,50,7,LJACQUES,50,2004
80,1,7,SRPATRICIO,1539,7
49,50,7,SRPATRICIO,7,50
98,1537,7,AHSANTOS,1537,2002
110,51,1788,LEMPEREIRA,1788,51
89,50,7,ISRICARTE,10,2012
80,1,7,MMANDRADE,1537,748
80,2006,2006,LJACQUES,50,2006
101,1,7,SFLUZ,7,59
94,7,7,EKZAPPELINI,50,2004
80,1,7,SRPATRICIO,7,35
80,7,7,SRPATRICIO,7,7
80,7,7,LJACQUES,50,7
89,10,10,LDECKER,2012,93
89,50,7,VASMAFIOLETTI,10,50
89,6029,7,LDECKER,2012,93
44,7,6217,LAVILLA,83,7
80,1,7,MMANDRADE,1537,60
80,1,7,LJACQUES,50,2004
80,1537,7,RKRAUS,2012,50
101,1,7,MMANDRADE,7,6029
89,2012,50,MMANDRADE,7,50
30,1786,7,NELIZA,7,1786
13,50,7,MMANDRADE,7,6029
16,50,7,SAKOERICH,2004,7
94,7,7,MMANDRADE,7,83
110,51,1788,FKSOUZA,1788,51
96,7,7,MMANDRADE,7,83
7,2006,2006,JTRES,2006,2004
17,50,7,SRPATRICIO,7,7
101,1,7,AHSANTOS,1,60
5,50,7,SRPATRICIO,7,50
80,50,7,LJACQUES,50,6230
80,50,7,LJACQUES,50,7
80,50,7,VPARGENDLER,6230,50
80,50,7,MMANDRADE,7,50
80,1,7,AHSANTOS,1537,35
23,50,7,SRPATRICIO,7,50
49,50,7,LJACQUES,50,2012
80,7,7,AHSANTOS,53,1537
80,1,7,NELIZA,6029,7
6,50,7,SRPATRICIO,7,50
101,1,7,PREMOR,33,6080
17,7,7,MMANDRADE,7,50
10,7,7,SRPATRICIO,7,50
10,7,7,MIPZIMMERMANN,2006,50
17,2006,2006,RFERNANDES,2006,2004
15,50,7,NELIZA,1537,2004
114,50,7,MMANDRADE,7,7
114,50,7,MMANDRADE,7,50
97,7,7,LFIGUEIRO,83,7
49,53,7,MCARVALHO,53,33
49,53,7,MMANDRADE,33,7
74,50,7,SRPATRICIO,7,2012
5,50,92,LJACQUES,50,2004
89,2010,7,CLCCOSTA,2012,93
49,53,7,MSARTOR,2012,53
6,50,7,LJACQUES,50,2012
80,1537,7,SRPATRICIO,7,1537
80,1537,7,DASILVA,6080,1
89,6029,7,KCIPRIANI,6029,50
80,7,7,LJACQUES,50,2004
80,7,7,MMANDRADE,7,50
49,7,7,JSOUZA,7,6029
49,53,7,MMANDRADE,7,50
80,1,7,AMOLIVEIRA,1,6080
10,2004,2004,SAKOERICH,7,2004
98,7,7,AHSANTOS,1537,1788
15,50,7,MMARTINS,50,2004
74,6230,6230,MMANDRADE,7,50
74,6230,6230,VPARGENDLER,6230,50
80,1,7,SRPATRICIO,1,1539
101,1,7,SFLUZ,7,35
101,1,7,JOFERNANDES,1,7
15,50,7,JSOUZA,7,50
80,1537,7,AHSANTOS,1537,2012
94,1,7,MMANDRADE,7,50
94,1,7,VASILVA,2004,7
80,1,7,DASILVA,1,10
80,50,7,TBMEDEIROS,2004,50
80,7,7,MMANDRADE,7,6020
110,2002,2002,SRPATRICIO,1537,6027
16,1537,7,JSOUZA,7,50
19,6029,7,LJACQUES,50,2004
19,6029,7,ALIGARAUJO,6029,50
89,2012,50,AACASTRO,2004,2012
106,7,7,MMANDRADE,7,7
15,1537,7,MMANDRADE,1537,50
16,50,7,VASILVA,7,2004
80,1,7,MMANDRADE,7,7
80,1,7,MMANDRADE,7,50
89,6029,7,SRPATRICIO,7,10
80,1,7,BVIEIRA,1539,6080
78,1,7,MMARTINS,50,2012
80,1,7,DASILVA,33,6080
91,50,7,JAPARECIDA,6211,51
80,83,7,SRPATRICIO,6214,7
80,83,7,TDASILVEIRA,83,6214
80,83,7,SFLUZ,7,83
110,51,2018,DCHEINECK,2018,51
92,1006,7,APPEREIRA,6029,1006
44,1537,50,MMANDRADE,1537,7
78,1,7,JSOUZA,7,1539
13,1,7,MMARTINS,50,2004
13,1,7,VASILVA,2004,7
91,50,7,LJACQUES,50,2004
91,50,7,SRPATRICIO,7,50
80,1,7,JSOUZA,1,50
80,7,7,SRPATRICIO,7,2010
94,2004,2004,SAKOERICH,2004,7
15,50,7,MMANDRADE,7,50
15,2004,2004,SRPATRICIO,7,50
80,50,7,SRPATRICIO,7,50
94,7,7,MMANDRADE,7,50
110,51,613,DORIS,51,1006
110,51,613,OCIOFFI,459,51
7,2006,2006,ISRICARTE,2006,2012
49,50,7,AHSANTOS,1537,53
7,50,92,ESARMENTO,92,50
110,51,83,OZANCHI,83,51
16,6029,7,MMARTINS,50,2004
19,50,50,JMBARRETO,50,2004
110,51,10,GERSON,1006,51
19,50,7,KCIPRIANI,6029,50
3,6029,7,MMANDRADE,7,6029
78,1539,7,NELIZA,7,6080
19,50,7,LJACQUES,2004,50
5,1078,53,LJACQUES,50,2010
101,2,7,LAVILLA,7,2
80,50,7,MMANDRADE,7,6029
80,50,7,TBMEDEIROS,2004,50
80,50,7,MMARTINS,50,2004
89,10,10,LJACQUES,50,2004
38,1537,7,MMANDRADE,7,1537
75,7,7,SRPATRICIO,7,7
80,7,7,MMANDRADE,7,33
6,2010,7,VACSOUZA,7,6029
80,1,7,PPASSOLD,50,7
70,53,7,MROSA,53,92
80,1537,7,JSOUZA,1,7
19,6029,7,ALIGARAUJO,6029,50
78,1,7,SRPATRICIO,1,1539
80,7,51,AGARAUJO,51,7
23,1537,7,LMDSANTOS,7,1537
6,7,7,LJACQUES,50,2012
6,7,7,MMANDRADE,7,50
32,1537,7,SFLUZ,7,1537
7,7,7,MMANDRADE,7,83
5,50,7,MMANDRADE,7,50
15,1,7,SRPATRICIO,7,1
80,1,7,MMANDRADE,7,6027
78,7,7,NELIZA,7,1539
89,1,7,SRPATRICIO,1,7
15,50,7,MMANDRADE,7,7
89,50,7,APISANI,10,50
49,53,7,LFUHR,10,53
7,10,10,LMSANTOS,10,2006
15,50,7,VASILVA,50,2004
80,1537,7,MMANDRADE,7,50
110,51,6214,CBOSCHETTO,6214,51
80,1539,7,LMDSANTOS,7,1539
109,6230,50,LJACQUES,50,2004
109,6230,50,CLCCOSTA,2012,50
44,7,7,MMANDRADE,7,1788
80,1537,7,MMANDRADE,1537,1978
80,6080,7,HMARTINELLI,6029,7
80,83,7,MMANDRADE,7,5984
80,1,7,AHSANTOS,1537,6080
80,1537,7,NELIZA,7,2002
80,50,7,JSOUZA,7,1537
80,50,7,LJACQUES,50,7
17,2004,2004,MMANDRADE,7,7
89,50,7,LFUHR,10,50
94,50,7,AACASTRO,50,2004
101,1537,5893,NELIZA,7,10
110,51,992,DORIS,51,87
89,2012,50,LJACQUES,50,2012
19,50,7,MMANDRADE,7,6029
80,1,7,MMANDRADE,7,1
80,7,7,NELIZA,7,1786
107,53,7,LDECKER,92,93
110,51,32,SGA,32,1006
91,1537,7,DORIS,51,2002
80,7,7,ILIMA,53,7
3,50,7,NELIZA,1537,50
49,7,7,SRPATRICIO,7,92
89,50,10,NELIZA,7,1
78,1,7,SRPATRICIO,1876,7
15,50,7,VASILVA,2004,50
3,2004,2004,AACASTRO,2004,2006
89,7,7,HMARTINELLI,7,7
110,51,1844,AGRAZIOTIN,225,51
110,51,1844,MWINTER,1844,225
19,6230,50,LJACQUES,50,7
80,2002,7,NRFERNANDES,2002,1788
112,7,7,SRPATRICIO,7,83
112,7,7,SZALVES,1788,7
4,50,7,MMANDRADE,7,50
78,1,7,MMANDRADE,7,1537
74,6230,6230,WBALSAMO,6230,50
80,1,7,PREMOR,1,6080
80,1,7,NELIZA,7,1
83,2004,2004,VASILVA,2004,50
49,53,7,MROSA,53,92
6,50,7,SRPATRICIO,7,50
80,1539,7,MMANDRADE,7,1539
91,7,7,LJACQUES,50,2004
101,50,7,MMANDRADE,7,1978
111,2010,2010,TCRAIMUNDO,2010,50
111,2010,2010,LJACQUES,50,7
91,1875,7,MMANDRADE,7,1875
89,50,10,LJACQUES,50,2012
17,7,7,LJACQUES,2006,50
13,6029,7,TBMEDEIROS,2004,50
49,53,10,APISANI,10,53
23,6227,7,LJACQUES,50,2010
80,7,7,SOBIERAJSKI,83,6217
110,51,1875,RAOLIVEIRA,6211,51
80,1,7,MMANDRADE,7,2002
110,51,6211,DORIS,51,789
19,50,7,ACRESPALDI,2012,2004
19,50,50,EKZAPPELINI,50,2004
101,1537,7,JSOUZA,7,1537
80,7,7,ILIMA,53,7
13,1537,7,MMANDRADE,7,6029
78,1,7,LJACQUES,50,6029
16,2004,2004,NELIZA,7,7
89,50,7,CLCCOSTA,2012,50
89,50,7,ALIGARAUJO,6029,50
89,50,7,ALIGARAUJO,6029,50
89,151,7,ALIGARAUJO,6029,50
74,50,6230,MVALERIO,6230,50
24,50,7,LJACQUES,50,2004
110,51,6211,TRROCHA,6211,51
80,1539,7,LAVILLA,7,1539
13,50,7,VASILVA,2004,7
78,6029,7,NELIZA,7,6221
80,1,7,SFLUZ,7,1
80,1,7,NELIZA,1537,6215
20,50,7,MMANDRADE,7,50
19,50,7,ALIGARAUJO,50,6029
74,6230,6230,MMANDRADE,7,50
44,50,50,LJACQUES,50,7
78,1,7,NELIZA,7,1537
101,1,7,JSOUZA,7,59
23,2004,50,AHSANTOS,1537,50
101,1,7,MMANDRADE,1,7
75,7,7,LJACQUES,50,2012
105,7,7,CLCCOSTA,2012,93
3,50,7,TMBATISTA,50,2004
80,7,7,LAVILLA,1,7
107,7,7,ILIMA,53,633
80,7,7,SRPATRICIO,7,33
89,2012,50,LFROSA,633,50
13,50,7,LJACQUES,50,2004
80,1,7,ESARMENTO,5901,92
6,50,7,LJACQUES,50,2004
110,51,234,DORIS,51,1006
110,51,234,AVOLIVEIRA,234,51
10,50,7,PREMOR,6080,7
10,50,7,MMANDRADE,7,6080
94,50,50,LJACQUES,50,2004
6,2010,2010,AGSILVEIRA,2010,50
101,1,7,JSOUZA,1,1006
80,1,7,AHSANTOS,1537,6080
74,6230,6230,MVALERIO,6230,50
80,8,7,AMOLIVEIRA,1,1539
80,8,7,LMDSANTOS,7,1
75,10,10,MMANDRADE,7,7
98,1537,7,MMANDRADE,1537,2002
44,2010,2010,LJACQUES,50,2004
44,2010,2010,MMANDRADE,7,50
49,50,50,SRPATRICIO,7,92
80,1,7,SFLUZ,7,6080
80,7,7,MMARTINS,50,2006
80,1,7,AVPEREIRA,2002,1537
28,1537,5893,RCAVANHOLI,5893,53
96,47,7,NELIZA,7,5984
101,6029,7,SRPATRICIO,7,6029
20,7,7,MMANDRADE,7,50
3,6029,7,NELIZA,1537,6029
80,1,7,MMANDRADE,1537,1017
94,50,7,JMBARRETO,50,2004
80,1,7,LPASCOAL,748,1
16,50,7,LJACQUES,50,2012
80,50,7,MMANDRADE,7,2012
89,10,10,GDDASILVA,2012,93
101,7,7,AHSANTOS,1,7
25,50,7,PPASSOLD,50,7
91,50,7,VASILVA,2004,7
91,50,7,MMARTINS,50,2004
91,50,7,LJACQUES,50,2004
75,7,7,PPASSOLD,50,2012
80,6211,7,MMANDRADE,7,1788
49,53,7,AHSANTOS,1537,53
110,51,997,DORIS,51,997
89,50,50,ISRICARTE,2012,2004
80,7,7,JSOUZA,7,1788
49,6029,7,APPEREIRA,6029,92
16,7,7,JSOUZA,7,7
89,50,7,APISANI,10,50
16,50,7,VASILVA,2004,50
5,7,7,NELIZA,7,2010
5,50,7,ALIGARAUJO,6029,2010
112,1788,7,MMANDRADE,7,2002
112,1788,7,MMANDRADE,7,1788
23,50,50,EKZAPPELINI,50,7
23,50,50,PPASSOLD,50,2004
23,50,50,RDAROS,2004,50
16,6029,7,SFLUZ,7,6029
80,1,7,AHSANTOS,1537,1539
89,50,7,SLKRAESKI,53,2012
44,10,10,LEMPEREIRA,1788,1537
11,2004,2004,JMBARRETO,50,2004
91,50,7,LJACQUES,50,2012
75,7,10,NELIZA,10,7
80,6080,7,SFLUZ,7,6080
78,1537,7,NELIZA,1537,7
92,1006,7,SRPATRICIO,7,50
49,1786,7,MMANDRADE,7,92
80,1,7,BVIEIRA,1,6080
92,6029,7,NELIZA,7,6029
89,10,7,SDMARCOS,633,53
110,51,6216,FKSOUZA,1788,51
41,7,7,NELIZA,7,1537
6,50,6230,SRPATRICIO,7,50
89,53,7,RKRAUS,2012,93
16,2004,2004,LJACQUES,633,50
89,50,7,LJACQUES,5893,50
98,1541,7,AHSANTOS,1537,2002
80,1,7,MMANDRADE,7,6215
25,50,7,MMANDRADE,7,7
94,50,7,VASILVA,2012,2004
80,1537,7,DASILVA,1537,6080
80,1537,7,AHSANTOS,33,1537
80,1537,7,JSOUZA,7,33
6,2012,6230,MMANDRADE,7,50
80,6080,7,LMDSANTOS,7,1537
49,53,7,APISANI,10,53
102,7,7,CSIQUEIRA,1786,7
80,7,7,VACSOUZA,6211,7
89,50,7,CLCCOSTA,50,2012
101,1537,7,LAVILLA,7,10
15,50,7,LJACQUES,50,2004
15,50,7,LJACQUES,50,2004
17,7,7,MMARTINS,50,2004
80,7,7,MMANDRADE,7,92
89,53,10,VASMAFIOLETTI,10,50
20,7,50,LJACQUES,50,7
89,53,10,MCARVALHO,50,92
23,7,7,JSOUZA,7,7
80,1537,7,MMARTINS,50,2012
15,50,7,YFERREIRA,50,2004
80,7,7,AHSANTOS,1537,1788
80,7,7,LAVILLA,7,1537
101,1,7,DASILVA,1,60
80,7,7,LJACQUES,50,7
16,2004,2004,MMARTINS,50,7
110,51,6211,RAOLIVEIRA,6211,51
19,50,7,LMDSANTOS,7,50
110,51,1788,FWESTPHAL,1788,1835
38,1881,7,SRPATRICIO,7,1876
80,7,7,MGATELLI,83,7
80,7,7,MMANDRADE,7,7
3,50,7,VPARGENDLER,6230,2012
89,53,7,ISRICARTE,50,2012
94,50,7,PPASSOLD,50,2004
3,50,7,FGCRUZ,2004,2012
80,7,7,LMDSANTOS,7,1
74,50,50,LJACQUES,50,7
98,7,7,PRSOUZA,6211,1791
44,10,10,LFUHR,10,2002
15,50,7,SFLUZ,6029,7
111,50,50,MMANDRADE,7,1537
24,6029,7,VASILVA,2004,50
3,50,7,MMANDRADE,7,50
80,1,7,AGARAUJO,51,2002
114,50,7,MMANDRADE,7,1
13,6029,7,LAVILLA,7,6029
78,6029,7,MMANDRADE,7,6029
16,50,7,APPEREIRA,6029,50
80,1537,7,DASILVA,6080,1537
14,1,7,LMDSANTOS,7,1
15,7,7,EKZAPPELINI,50,2004
6,2010,2010,DDURIEUX,2010,7
80,83,7,MMANDRADE,83,7
98,1788,7,SRPATRICIO,7,1788
80,1537,7,NELIZA,1537,6029
80,1,7,ISA,1987,1537
80,1,7,MROSA,53,1987
10,1,7,MMANDRADE,7,50
10,1,7,MMANDRADE,7,7
101,1,7,FGREGUI,60,1537
13,1,7,DASILVA,6080,1
80,1539,7,SFLUZ,7,1539
80,7,7,VASILVA,2004,50
80,7,7,JSOUZA,53,7
78,1,7,AHSANTOS,1537,53
78,1,7,MMANDRADE,1539,1537
78,1,7,MROSA,53,93
80,7,7,SFLUZ,7,1788
80,50,7,LJACQUES,50,2012
80,50,7,LJACQUES,50,53
80,50,7,MSARTOR,2012,53
80,50,7,ISRICARTE,53,2012
89,7,7,HMARTINELLI,7,7
10,50,7,MMANDRADE,7,50
23,7,7,LJACQUES,50,7
80,7,7,MMANDRADE,7,1788
80,7,7,CSMATOS,1788,7
94,50,7,MMANDRADE,7,2004
101,1,7,DASILVA,1537,6080
3,50,7,KCIPRIANI,6029,50
80,1,7,DDURIEUX,2010,7
80,1,7,MMANDRADE,7,50
89,50,10,MTRICHARTZ,6029,50
78,1,7,NELIZA,7,1
80,1537,7,ILIMA,53,51
80,1537,7,GERSON,51,2002
110,51,6220,RZEFERINO,83,51
101,1,7,SRPATRICIO,1,7
112,7,7,MMANDRADE,7,7
94,1,7,MMANDRADE,7,50
94,50,7,LJACQUES,2004,50
19,50,7,EKZAPPELINI,50,2004
80,50,7,MMARTINS,50,2004
6,50,7,MMARTINS,50,2012
16,7,7,MMARTINS,50,2004
20,7,7,LJACQUES,50,7
13,6029,7,SFLUZ,7,6029
7,10,7,VAMARAL,10,7
25,50,7,MMANDRADE,7,50
80,1,7,NELIZA,1,2002
7,2010,2010,MMANDRADE,7,53
89,50,7,MMANDRADE,6029,7
102,53,7,MMANDRADE,7,92
74,6230,50,SFLUZ,7,50
91,2002,7,NELIZA,7,6027
80,6080,7,SRPATRICIO,7,6080
23,50,7,SAKOERICH,2004,7
80,1,7,NELIZA,1,1537
91,1786,7,SRPATRICIO,7,1786
13,2004,2004,VASILVA,7,2004
89,50,7,GDDASILVA,2012,93
23,50,50,MMANDRADE,7,1537
109,6230,50,RKRAUS,2012,50
80,7,7,SRPATRICIO,7,7
80,7,7,JSOUZA,7,2012
80,7,7,JSOUZA,7,6020
49,53,7,MMARTINS,50,2004
80,1,7,MMANDRADE,7,32
94,2004,2004,NELIZA,7,50
110,51,990,LBUSS,990,51
75,50,7,ISRICARTE,2004,2012
74,50,7,LAVILLA,7,6029
49,1537,7,ILIMA,53,1537
80,6080,7,MMANDRADE,7,6029
16,50,7,WBALSAMO,2004,50
89,50,7,SRPATRICIO,7,6029
80,1,7,JSOUZA,7,1537
80,1,7,LCLAGO,2002,6027
80,1,7,NELIZA,1537,7
20,7,7,LJACQUES,50,2004
29,1,7,NELIZA,6080,1996
75,7,7,HMARTINELLI,7,50
101,1537,7,SFLUZ,7,1537
80,53,7,LDECKER,93,633
80,53,7,MCARVALHO,92,633
80,7,7,SRPATRICIO,7,6080
89,2012,7,KCIPRIANI,6029,50
89,50,7,SRPATRICIO,7,6029
19,2010,2010,MMARTINS,50,2004
115,50,50,MMANDRADE,7,50
89,50,7,SFLUZ,6029,7
14,8,7,LMDSANTOS,7,1537
112,7,7,MMANDRADE,7,1537
80,7,7,SRPATRICIO,1537,1788
7,50,7,LJACQUES,50,2012
7,50,7,LJACQUES,2012,50
7,50,7,LJACQUES,50,2006
101,1,7,NELIZA,7,1537
91,7,7,MMANDRADE,7,7
15,50,7,VASILVA,50,2004
80,6029,7,JSOUZA,7,50
23,50,7,MMANDRADE,7,50
110,51,1788,GERSON,51,1006
41,7,7,SRPATRICIO,7,50
28,1537,5893,RCAVANHOLI,5893,92
80,53,7,LDECKER,53,93
74,50,7,NELIZA,7,50
7,1,7,SRPATRICIO,7,6029
7,1,7,JSOUZA,7,3
101,1,7,LAVILLA,7,1
94,50,7,LJACQUES,6230,50
17,2010,2010,VASILVA,2004,7
13,2004,2004,TBMEDEIROS,2004,50
3,50,7,FEMSANTOS,2004,50
3,50,7,ALIGARAUJO,6029,50
91,6080,7,PREMOR,1537,6080
94,7,7,YFERREIRA,50,2004
10,50,50,YFERREIRA,50,7
93,7,7,MMANDRADE,7,50
89,50,7,SRPATRICIO,7,50
80,1537,7,NELIZA,1537,6029
80,7,7,NELIZA,7,6080
80,7,7,MMANDRADE,7,6020
